	address	akadaly	allapot	berleti_jog_atadas	busz	butorozott	city	city_latitude	city_longitude	contract	district	dohanyzas	ejszakai-busz	energia	epites_eve	futes	futes_elso	futes_masodik	id	kilatas	kisallat	koltozheto	komfort	kondi	metro	min_berl_honapban	parkolas	parkolas_konstrukcio	parkolohely_ar	parkolohely_berles	pince	price_ft	real_estate_type	rezsi_ft	room	room_full	room_half	size_m2	stemmed_text	szintek	telek_m2	tetoter	text	troli	type	villamos	wc
613	Fő utca		jó állapotú	nem		igen	Nyíregyháza	47.9557802	21.7167982	kiado						gáz (konvektor), cserépkályha	gáz (konvektor)	cserépkályha	https://ingatlan.com/nyiregyhaza-oros/kiado+haz/csaladi-haz/szabolcs-szatmar-bereg+megye+nyiregyhaza+fo+utca/25743416			azonnal	összkomfortos									100000	haz	0	2	2	0	70	oros fő utca 70nm es kettő szobás 15nm es terasz konyha étkezős wc zuhanyzós kamrás gáz konvektor kandalló fűtés ellátott családi ház bútorozott állapot hosszú táv kiadó 1 fő vagy pár rész 2 hónap kaució szükséges		1300.0				családi ház		egy helyiségben
614	Táncsics Mihály utca 80/B		közepes állapotú	nem		nem	Harkány	45.8476766	18.2363627	kiado									https://ingatlan.com/harkany/kiado+haz/csaladi-haz/baranya+megye+harkany+tancsics+mihaly+utca+80b/25742582	kertre néző			komfort nélküli	nincs			udvari beálló	benne van az árban			van	10000	haz	10454	1	1	0	32	a máv zrt területi gazdasági szervezet pécs területi vagyongazdálkodás 7623 pécs szabadság u 39 nyilvános pályázat hirdet az alábbi bérlemény bérbeadás harkány táncsics m u 80 b szám alatti ingatlan az ingatlan komfort nélküli ezért lakás cél nem adható vehető bér az ingatlan kizárólag raktározás cél hasznosítható pályázati anyag letöltés docx 23 kb	földszintes	828.0				családi ház		
615	Malomkert		felújított	nem			Nyíregyháza	47.9557802	21.7167982	kiado						gáz (cirko)	gáz (cirko)		https://ingatlan.com/nyiregyhaza-malomkert/kiado+haz/csaladi-haz/szabolcs-szatmar-bereg+megye+nyiregyhaza/25741316	utcai			összkomfortos				udvari beálló	benne van az árban				150000	haz	0	3	3	0	97	nyíregyháza kórház közel azonnal birtok vehető családi ház iroda rendelő kiadó vagy eladó nyíregyházi ingatlanirodánk kiadás vagy eladás kínál a 127869 es számú nyíregyháza malomkerti rész található 2 szoba nappalis 97 nm es családi ház belváros pár percnyi távolság a kórház szomszédság 360 nm es telek fekszik a 2012 ben egy nagy felújítás esett át a családi ház mely vályog és tégla falazatú cserép tetőfedésű 2 szoba nappali konyha étkező fürdő közlekedő előtér lett kialakít fűtés gáz cirkó fűtésrendszerű nyílászárói műanyag hőszigetelt motoros redőny és szalag függöny felszerelt burkolat járólap és laminált parketta k ny tájolás köszönhetően egész nap világos a ház infrastruktúra belváros kórház busz élelmiszerbolt gyógyszertár a közelben amennyiben a 127869 es számú nyíregyház található családi ház vagy bármely más a kínálat szereplő ingatlan felkeltet felkelt érdeklődés kérem hív bizalom mokánszki istván ingatlanértékesítő az otthon érték az ingatlan üzlet		360.0				családi ház		
616	Szőlő utca	nem	jó állapotú	nem		igen	Pécs	46.0762962	18.228147	kiado		nem megengedett				egyéb	egyéb		https://ingatlan.com/pecs/kiado+haz/csaladi-haz/baranya+megye+pecs+szolo+utca/25739228	panorámás	hozható	azonnal	összkomfortos			12	önálló garázs	benne van az árban			van	150000	haz	0	2	2	0	80	kiadó pécs szőlő utca egy családi ház a 80nm es ingatlan amerikai konyhás nappali hálószoba fürdő wc vel berendezés együtt kerül bérbeadás természetesen udvar és garázs is tartozik a ház a biztonság kamera rendszer gondoskodik állattartás megbeszélhető bérleti díj 150 000 ft rezsi fogyasztás alapú kaució két hónap érdeklődik érdeklőd a nap bármelyik szaka lehet akár hétvégi nap is	földszintes	300.0	nem beépíthető			családi ház		külön helyiségben
617	II. Rákóczi Ferenc út 2/A			nem			Halásztelek	47.363105	18.9811444	kiado									https://ingatlan.com/halasztelek/kiado+haz/csaladi-haz/pest+megye+halasztelek+ii+rakoczi+ferenc+ut+2a/25737344							nincs						150000	haz	20000	3	3	0	140	kiadó halásztelek fő út korszerű 2 szintes szintenként 140 m2 es külön bejárat külön villanyórákkal vízóra közös fűtés ellátott családi ház a ház bútorozott telek gépkocsi beállóval rendelkezik buszmegálló 30 m a kapu szintenként 2 hálószoba nagy nappali konyha egyben fürdőszoba kád zuhanyzó wc és egy külön vendég wc speiz kérés küld kép		100.0				családi ház		
618	16. kerület, Őrvezető utca 8.		felújított	nem	45,46,146		Budapest	47.4983815	19.0404707	kiado	16. kerület				2001-2010 között	házközponti egyedi méréssel	házközponti egyedi méréssel		https://ingatlan.com/xvi-ker/kiado+haz/ikerhaz/budapest+16+kerulet+orvezeto+utca+8/25735965	utcai		azonnal	duplakomfortos			12	önálló garázs	benne van az árban			van	300000	haz	50000	5 + 1 fél	5	1	220	igényes belső kialakítsú ikerházi lakás hosszú táv kiadó két fürdőszoba 4 hálò 54 nm es nappali amerikai konyha pince garázs csendes környék minden a közelben jó közlekedés azonnal költözhető	2	200.0	beépített			ikerház		külön helyiségben
619	Pest megye		jó állapotú	nem			Nagykovácsi	47.5762363	18.882064	kiado					1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/nagykovacsi/kiado+haz/csaladi-haz/pest+megye+nagykovacsi/25732107	kertre néző			duplakomfortos			12	teremgarázs hely	benne van az árban			van	520000	haz	0	5	5	0	180	kiadó nagykovácsi közvetlenül az amerikai nemzetközi iskola mellett 720 m2 ősfás ápolt kert lévő három szintes egy nappali 4 szobás két fürdőszobás jó állapot lévő garázsos déli fekvésű lakóház a ház belép az előtér át kert és konyhakapcsolatos napplaiba érkéz amely egy déli fekvésű terszra léphét eb a szoba még egy tágas ebédlő is nyílik a nappali hasznos dísz egy nagyon jól működő cserépkályha ezen a szint található egy vendégszoba egy fürdőszoba egy kamra és egy mosdó is az emelet három hálószoba egy fürdőszoba talál valamint egy tágas gardrób a szoba közül egy terasz nyílik a tökéletesen száraz pince két gépkocsi tárolásár alkalmas garázs kazánház mosókonyha valamint kamra talál a ház a kilencvenes év épült azóta többször felújjították pl nyílászáró csere kazáncsere konyha egyes burkolat csere cseréj	2	720.0				családi ház		
620	16. kerület, Anilin utca		újszerű	nem	45,46,146	igen	Budapest	47.4983815	19.0404707	kiado	16. kerület	nem megengedett	908			gáz (cirko), hőszivattyú	gáz (cirko)	hőszivattyú	https://ingatlan.com/xvi-ker/kiado+haz/csaladi-haz/budapest+16+kerulet+anilin+utca/25727841	kertre néző	hozható	azonnal	luxus	van		3	udvari beálló	benne van az árban			van	300000	haz	0	1 + 1 fél	1	1	60	anilin utca luxus berendezési tárgy miele mosógép száritógép miele hütő miele idukciós fözőlap elszivó 160cm sony 3d televizió 1200 watt sony házimozi 5 1 dupla klima 150 150cm zuhanykabin luxus franciaágy 180 200cm 3 autó számára beálló kb 300nm2 gyepszőnyeg 100db tuja locsoló rendszer szanetli 1millió forintos weber gázgrill mini edzöterem profi futópad elipszis weider fekvenyomó pad boxzsákkal akár néhány hónap is kiadó 2 havi kaució tárgyhó fizetés azonnal költözhető		500.0				családi ház		egy helyiségben
621	12. kerület, Tamási Áron utca	nem	jó állapotú	nem	102,110,112	nem	Budapest	47.4983815	19.0404707	kiado	12. kerület	nem megengedett	990		1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/xii-ker/kiado+haz/csaladi-haz/budapest+12+kerulet+tamasi+aron+utca/25726395	panorámás	nem hozható	azonnal	duplakomfortos	van		12	udvari beálló	benne van az árban			van	750000	haz	50000	6 + 2 fél	6	2	275	3 szint összesen 275nm 1000nm saroktelek 900nm es kert 6 szoba 2 félszoba 1 konyha 1 étkező 1 előszoba 2 fürdőszoba wc vel 1 wc 1 garázs 1 raktár 1 mosókonyha belmagasság 2 7m autómata öntözőrendszer légkondicionáló biztonsági szolgálat iroda is kíváló ingyenes parkolási lehetőség nagy parkoló mellett tesco és bevásárlóközpont közel buszmegálló egy sarok járat 110 112 brit német osztrák iskola közel eladási ár 220 000 000ft	2	1000.0	beépíthető			családi ház		külön és egyben is
622	Greszl Ferenc utca			nem			Nagykovácsi	47.5762363	18.882064	kiado									https://ingatlan.com/nagykovacsi/kiado+haz/ikerhaz/pest+megye+nagykovacsi+greszl+ferenc+utca/25725495							nincs						450000	haz	0	3 + 2 fél	3	2	128	at greszl ferenc street in nagykovácsi a new built semi detached house s both sides are for rent the minimum rent time is 1 year and the rental fee is 1500 euro month the house was built in order to satisfy all your luxurious demands it has full panorama from the ground and from the upper floor terrace as well there is ceiling heating cooling in each of the rooms which can be modified separately all of the windows have electronic shutters each of the houses has a roofed parking spot for two cars there is also one more parking spot in front of the house for a guest s car basic furniture built in kitchen with machines breakfast table the bathrooms are fully furnished the house can be rented fully furniture after a personal conversation smoking and pets are not allowed in the house if you are interested in the house please contact me nagykovácsi szép rész greszl ferenc utca egy teljesen új építésű ikerház mindkét fele hosszú táv kiadó minimum bérlési idő 1 év várható költözés 2018 tavasz minden igény kielégítő luxus kivitel épült teljes panoráma a lenti és fenti terasz is a ház mennyezet fűtés hűtés van ami helységenként szabályozható nappali konyha étkező hideg a szoba meleg burkolat parketta van minden ablak elektromos zsaluzia található ikerház oldalanként fedett 2 állásos kocsibeálló és a ház elött még 1 1 vendég kocsi parkolóhely lett kialakít alap bútorzat beépített konyha gépesít reggeliző pult fürdőszoba bútorozottak ígény és személyes megbeszélés eset komlett bútorzat is megoldható kisállat nem hozható nem dohányzó az épület az épület előre telefon egyeztetett időpont lehet megtekint		998.0				ikerház		
623	Alsógöd			nem		részben bútorozott	Göd	47.6834336	19.1341568	kiado		megengedett				gázkazán	gázkazán		https://ingatlan.com/god-alsogod/kiado+haz/csaladi-haz/pest+megye+god/25724775			azonnal	összkomfortos			12	udvari beálló					450000	haz	0	6	6	0	270	göd kiadó egy 15 18 fő befogadás képes munkásszálló különálló szoba közösségi részel ebédlő zuhanyzó jó állapot nagy telekel autóbeállási lehetőség minimum bérbeadási idő 1 év	2	1000.0				családi ház		külön helyiségben
624	Hunyadiváros		felújítandó	nem		nem	Kecskemét	46.9080769	19.6928133	kiado				EE		gáz (konvektor)	gáz (konvektor)		https://ingatlan.com/kecskemet-hunyadivaros/kiado+haz/csaladi-haz/bacs-kiskun+megye+kecskemet/25721703	kertre néző			komfortos				önálló garázs	benne van az árban				70000	haz	0	2	2	0	76	az openhouse kecskeméti iroda kínál ez a hunyadiváros centrum található kiadó családi ház 2 szoba 19 7 és 15 6 m2 étkező 11 8 m2 konyha 5 m2 fürdőszoba 4 m2 belépő 2 3 m2 spájz 6 2 m2 terasz 14 7 m2 pince 11 5 m2 kert 350 m2 garázs 2 kocsiállás minden a kényelmes megélhetés szolgáló infrastruktúra a közelben bolt orvosi rendelő posta buszmegálló óvoda általános iskola szakgimnázium olcsón fenntartható ház szolid körülmény berendezés bútor van szerény bérleti díj 2 havi kaució a kisszobában gázkonvektoros fűtés van a nagyszoba vegyestüzelésű kályha vagy gázkonvektor beszerelhető a bérlő saját költség de jelenleg van fűtőberendezés a konyha semmilyen eszköz nem áll rendelkezés az ingatlan elsősorban eladás vár határozott idejű hosszú távú szerződéskötés van mód bármily esztétikai vagy a komfort javító felújítás a bérleti díj nem számítható be		400.0				családi ház		
625	Rét utca	nem	új építésű	nem		megegyezés szerint	Gödöllő	47.6052871	19.3535185	kiado		nem megengedett			2017	gáz (cirko)	gáz (cirko)		https://ingatlan.com/godollo/kiado+haz/ikerhaz/pest+megye+godollo+ret+utca/25719939	panorámás	nem hozható	azonnal	duplakomfortos	nincs		12	udvari beálló				nincs	260000	haz	0	4	4	0	107	gödöllő blahán m3 lehajtó közel különálló 2 szintes társasházi 4 szobás 2 fürdőszobás amerikai konyhás nappali 2 kocsibeállós lakás hosszú táv kiadó fa nyílászáró 3 léptékű üvegezés konyha új gép motoros redőny riasztó terasz saját kertrésszel fürdő 1 kád 2 zuhanykabin 2 wc kondenzációs gázkazán földszint padlófűtés háló radiátor egyedi mérőóra áll nem hozható csak hosszútáv kiadó 1 hó bérleti díj 2 hó kaució szükséges	2	200.0	nem beépíthető			ikerház		
626	Ráchegy		jó állapotú	nem		igen	Székesfehérvár	47.1910169	18.410811	kiado		nem megengedett				elektromos	elektromos		https://ingatlan.com/szekesfehervar-rachegy/kiado+haz/csaladi-haz/fejer+megye+szekesfehervar/25718823	utcai	nem hozható	azonnal	összkomfortos	van		12	udvari beálló	benne van az árban			van	120000	haz	0	2	2	0	75	budai út található nagyszoba hálószobás bútorozott összkomfortos családi ház kiadó legalább 1 év a konyha beépített sütő és mosogatógép hűtőszekrény is található a fürdőszoba mosógép van a tv is maradhat ha a bútor nincsen szükség bútor nélkül is kivehető elektromos fűtőtest fűthető villanybojler van a havi komplett áramszámla átalány 28eft hűtő fűtő klíma szerelt fel az előszoba upc kábel vezetékeztek be a különálló garázs nem ad ki az udvar lehet parkol több autó kutya macska nem lehet tartani dohányzás nem megengedett a ház 2 havi kaució szükséges	földszintes	700.0	nem beépíthető			családi ház		egy helyiségben
627	Dózsa György utca			nem			Hajmáskér	47.1444695	18.0142678	kiado									https://ingatlan.com/hajmasker/kiado+haz/csaladi-haz/veszprem+megye+hajmasker+dozsa+gyorgy+utca/25717437							nincs						85000	haz	40000	2	2	0	100	teljesen felújított 2 szobás nappalis gázfűtéses hőszigetelt családi ház csendes környezet hosszútáv kiadó a lakás nem lehet dohányozik dohányoz és áll sem tartható		3800.0				családi ház		
628	Szeder köz	nem	új építésű	nem		megegyezés szerint	Üröm	47.5987004	19.0134262	kiado		nem megengedett		AA++	2018	padlófűtés, mennyezeti hűtés-fűtés	padlófűtés	mennyezeti hűtés-fűtés	https://ingatlan.com/urom-rokahegy/kiado+haz/ikerhaz/pest+megye+urom+szeder+koz/25717179	panorámás	hozható	azonnal	luxus	nincs		24	önálló garázs	benne van az árban			nincs	420000	haz	25000	4	4	0	105	üröm rókahegyen nyugati fekvésű panorámás ikerház fél kiadó a ház egy most kiépülő lakópark van mely közvetlen szomszédság budapest a belváros 20 perc alatt megközelíthető autó elrendezés 3 szoba amerikai konyhás nappali 44m2 1 db fürdő és egy különálló mosdó mosókonyha 4 beépített szekrény van a lakás a szoba és a nappali külön külön termosztát által vezérel a hűtő fűtő rendszer a konyhabútor részben már gépesített mely tartalmaz a mosogatógép indukciós lap sütő sziget páraelszívót további bútorok igény eset megoldható a saját használatú 280m2 es kert és a tűzrakó kialakítás folyamat 3 terasz tartozik a lakás összesen több mint 120 m2 er parkol egy garázs és egy kocsibeálló áll rendelkezés a rezsi és a bérleti díj tartalmaz továbbá a kert karbantartás 2 alkalom évente őrző védő szolgálat internet és kábel tv	2	370.0	nem beépíthető			ikerház		külön és egyben is
